measure,location,sex,age,cause,metric,year,val,upper,lower,colour
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Male,Age-standardized,Meningitis,Rate,2009,632.9199236874945,728.9850176810861,542.278029827011,A
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Female,Age-standardized,Meningitis,Rate,2009,613.4016714505943,716.621297348209,474.0733542896062,A
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,Age-standardized,Meningitis,Rate,2009,623.4729341806834,704.5726311559878,524.5894542894806,A
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Male,Age-standardized,Measles,Rate,2004,821.4856864342139,1675.7488547211437,302.9138686564336,A
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Female,Age-standardized,Measles,Rate,2004,889.6792188034688,1830.9259369172726,340.45193765632877,A
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,Age-standardized,Measles,Rate,2004,854.634295444786,1736.8428625471736,323.88357078290636,A
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Male,Age-standardized,Malaria,Rate,2004,1860.846450015681,2548.123578966291,1350.3854860561169,A
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Female,Age-standardized,Malaria,Rate,2004,1764.9849234276708,2366.9983725161865,1298.8615602561238,A
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,Age-standardized,Malaria,Rate,2004,1813.4642620167729,2469.6410987333106,1329.1092525420602,A
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Male,Age-standardized,Hearing loss,Rate,1999,489.3515163094528,690.0028047058805,335.006487743387,B
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Female,Age-standardized,Hearing loss,Rate,1999,447.9425198355718,630.487485829647,308.92059608538506,B
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,Age-standardized,Hearing loss,Rate,1999,468.6571248891912,658.2636813291788,321.8034733796845,B
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Male,Age-standardized,Self-harm,Rate,2000,767.4687490016748,853.158497672152,562.3381409397767,A
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Female,Age-standardized,Self-harm,Rate,2000,680.2569954623862,737.1283836091877,636.5759763835667,A
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,Age-standardized,Self-harm,Rate,2000,724.128264092918,776.0515302056265,616.7450334884636,A
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Male,Age-standardized,COPD,Rate,2010,1945.9271205978637,2155.8193368898483,1777.53220119615,B
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Female,Age-standardized,COPD,Rate,2010,1557.5365041106454,1748.7533435605978,1342.7934071315942,B
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,Age-standardized,COPD,Rate,2010,1743.5213329290457,1909.2010973259937,1595.5822121858355,B
DALYs (Disability-Adjusted Life Years),Low SDI,Male,Age-standardized,Malnutrition,Rate,1999,1410.273735459313,1618.356726062128,1146.2250949110476,A
DALYs (Disability-Adjusted Life Years),Low SDI,Female,Age-standardized,Malnutrition,Rate,1999,1357.3670855791843,1527.8099563457567,1158.7017363431287,A
DALYs (Disability-Adjusted Life Years),Low SDI,Both,Age-standardized,Malnutrition,Rate,1999,1384.4855320687486,1572.3657062700195,1175.8074232938015,A
DALYs (Disability-Adjusted Life Years),Low SDI,Male,Age-standardized,Iron deficiency,Rate,1999,686.1387290757513,976.6566737222603,459.52989185693525,A
DALYs (Disability-Adjusted Life Years),Low SDI,Female,Age-standardized,Iron deficiency,Rate,1999,1297.8458154610078,1823.3578327628948,882.376226591388,A
DALYs (Disability-Adjusted Life Years),Low SDI,Both,Age-standardized,Iron deficiency,Rate,1999,989.0334226195613,1398.0294275140711,670.7692802727593,A
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Male,Age-standardized,Self-harm,Rate,2001,744.417033411271,822.5173068075271,553.9744348071099,A
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Female,Age-standardized,Self-harm,Rate,2001,651.5793987095836,701.9107949437803,610.8333748968067,A
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,Age-standardized,Self-harm,Rate,2001,698.1658664083426,745.226227618528,598.4818414692578,A
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Male,Age-standardized,Measles,Rate,2003,917.4382755248402,1851.0997710116571,337.6755589185378,A
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Female,Age-standardized,Measles,Rate,2003,982.3342845906019,2003.4879626811885,369.4204977809835,A
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,Age-standardized,Measles,Rate,2003,948.98759555957,1912.2165719594218,357.954086027201,A
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Male,Age-standardized,Malaria,Rate,2003,1870.7266780510565,2554.363947028488,1339.6340774583941,A
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Female,Age-standardized,Malaria,Rate,2003,1783.8362475103454,2408.965088441218,1303.588362626094,A
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,Age-standardized,Malaria,Rate,2003,1827.8504850891727,2486.9498817525723,1328.3781688194779,A
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Male,Age-standardized,HIV/AIDS,Rate,2002,2813.8764431805066,3083.5223586445654,2565.9350924802325,A
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Female,Age-standardized,HIV/AIDS,Rate,2002,2928.8918492309513,3254.146196640269,2658.23357319888,A
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,Age-standardized,HIV/AIDS,Rate,2002,2873.3228759532612,3151.4658039107226,2629.3712677843478,A
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Male,Age-standardized,Diarrhoeal diseases,Rate,2002,3582.9022452505315,4840.77776873853,2735.9263440347836,A
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Female,Age-standardized,Diarrhoeal diseases,Rate,2002,3763.5799812061855,4786.394012636234,3062.637890722097,A
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,Age-standardized,Diarrhoeal diseases,Rate,2002,3675.830641264275,4445.55527086345,3060.6216610164743,A
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Male,Age-standardized,Lower respiratory infections,Rate,2002,3909.4382731576643,4277.375234936767,3535.022312949729,A
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Female,Age-standardized,Lower respiratory infections,Rate,2002,3773.8310683139107,4112.756575815539,3419.357232190203,A
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,Age-standardized,Lower respiratory infections,Rate,2002,3841.1844637830413,4141.537488756251,3509.188327514305,A
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Male,Age-standardized,Meningitis,Rate,2002,802.2727101847868,932.7690266886437,663.6642152238535,A
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Female,Age-standardized,Meningitis,Rate,2002,778.1170862246976,910.6984994213045,606.9332905309025,A
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,Age-standardized,Meningitis,Rate,2002,790.7982743509102,896.29784780350235,655.6489957540225,A
DALYs (Disability-Adjusted Life Years),High SDI,Male,Age-standardized,Headache disorders,Rate,2006,525.3282421242357,748.1629864842862,343.86783674418785,B
DALYs (Disability-Adjusted Life Years),High SDI,Female,Age-standardized,Headache disorders,Rate,2006,1007.9072281267355,1429.057133916917,664.6749868566175,B
DALYs (Disability-Adjusted Life Years),High SDI,Both,Age-standardized,Headache disorders,Rate,2006,766.3776790036302,1088.694051775939,503.9616203660828,B
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Male,Age-standardized,HIV/AIDS,Rate,2008,2480.922904807548,2695.8311164727384,2282.860402485901,A
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Female,Age-standardized,HIV/AIDS,Rate,2008,2846.209280947093,3124.178233806304,2584.88891418675,A
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,Age-standardized,HIV/AIDS,Rate,2008,2664.55623823755,2886.598865283561,2457.9362340275848,A
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Male,Age-standardized,Diarrhoeal diseases,Rate,2008,3216.8916987562143,4240.81970439757,2514.040731257278,A
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Female,Age-standardized,Diarrhoeal diseases,Rate,2008,3084.025509667851,3916.5643186942893,2505.7603181115533,A
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,Age-standardized,Diarrhoeal diseases,Rate,2008,3156.503587003541,3843.9723059759726,2646.805086352184,A
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Male,Age-standardized,Lower respiratory infections,Rate,2008,3190.9270533877916,3480.236175383328,2894.12427854221,A
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Female,Age-standardized,Lower respiratory infections,Rate,2008,3037.8157404523117,3295.685492097931,2801.2262185794484,A
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,Age-standardized,Lower respiratory infections,Rate,2008,3112.0534078582896,3339.5352651063326,2883.125999419935,A
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Male,Age-standardized,Meningitis,Rate,2008,642.9021489984463,743.7000971731674,545.5970038217704,A
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Female,Age-standardized,Meningitis,Rate,2008,622.1702874819687,728.3866285580572,479.8549271447631,A
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,Age-standardized,Meningitis,Rate,2008,632.9033415684108,716.2905059106116,529.8687415257663,A
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Male,Age-standardized,Self-harm,Rate,2011,716.6763791202977,770.1983113792568,535.8526281860194,A
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Female,Age-standardized,Self-harm,Rate,2011,484.69186385094946,508.0046599456599,458.9821955668655,A
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,Age-standardized,Self-harm,Rate,2011,599.5198414819416,633.2084837633963,502.95228839575867,A
DALYs (Disability-Adjusted Life Years),Low SDI,Male,Age-standardized,Maternal disorders,Rate,2003,0,0,0,B
DALYs (Disability-Adjusted Life Years),Low SDI,Female,Age-standardized,Maternal disorders,Rate,2003,1734.6296706342912,1825.7258281215866,1627.8787453936675,B
DALYs (Disability-Adjusted Life Years),Low SDI,Both,Age-standardized,Maternal disorders,Rate,2003,868.4809708992882,913.9611237986237,815.4639234978758,B
DALYs (Disability-Adjusted Life Years),Low SDI,Male,Age-standardized,Neonatal disorders,Rate,2003,5990.3125391055055,6341.04384545047,5638.696823534967,A
DALYs (Disability-Adjusted Life Years),Low SDI,Female,Age-standardized,Neonatal disorders,Rate,2003,4905.004716791552,5184.295238411964,4624.274737651529,A
DALYs (Disability-Adjusted Life Years),Low SDI,Both,Age-standardized,Neonatal disorders,Rate,2003,5463.3604953814165,5757.335470984316,5165.664361890756,A
DALYs (Disability-Adjusted Life Years),High SDI,Male,Age-standardized,Low back pain,Rate,2008,1093.498055758226,1477.9526686256415,776.27881598692,C
DALYs (Disability-Adjusted Life Years),High SDI,Female,Age-standardized,Low back pain,Rate,2008,1332.5854572596384,1783.8941512603017,949.9167674113247,C
DALYs (Disability-Adjusted Life Years),High SDI,Both,Age-standardized,Low back pain,Rate,2008,1215.0204369897738,1633.3423557222088,863.799241703135,C
DALYs (Disability-Adjusted Life Years),High SDI,Male,Age-standardized,Musculoskeletal disorders,Rate,2008,284.22020397788935,393.7423103917895,197.71224453556994,B
DALYs (Disability-Adjusted Life Years),High SDI,Female,Age-standardized,Musculoskeletal disorders,Rate,2008,387.9653634181982,523.1363998502754,276.2104840044284,B
DALYs (Disability-Adjusted Life Years),High SDI,Both,Age-standardized,Musculoskeletal disorders,Rate,2008,336.89030325910437,458.098978126468,239.39934057773485,B
DALYs (Disability-Adjusted Life Years),High SDI,Male,Age-standardized,Congenital defects,Rate,2008,484.6673646448128,552.4680494341867,425.2383451331388,B
DALYs (Disability-Adjusted Life Years),High SDI,Female,Age-standardized,Congenital defects,Rate,2008,426.46209590185134,486.2638144548036,369.67848070174665,B
DALYs (Disability-Adjusted Life Years),High SDI,Both,Age-standardized,Congenital defects,Rate,2008,455.93713292252846,512.6634637082568,405.09508364445287,B
DALYs (Disability-Adjusted Life Years),High SDI,Male,Age-standardized,Headache disorders,Rate,2011,526.4848145582985,748.4244421036776,346.42965029088833,B
DALYs (Disability-Adjusted Life Years),High SDI,Female,Age-standardized,Headache disorders,Rate,2011,1009.7030424924242,1427.8229321362574,668.2106865889746,B
DALYs (Disability-Adjusted Life Years),High SDI,Both,Age-standardized,Headache disorders,Rate,2011,767.7321705166117,1087.0255351990515,505.8039461243182,B
DALYs (Disability-Adjusted Life Years),Low SDI,Male,Age-standardized,Malnutrition,Rate,2007,879.2747284155841,976.9809057379531,778.0116385873526,A
DALYs (Disability-Adjusted Life Years),Low SDI,Female,Age-standardized,Malnutrition,Rate,2007,941.540707584409,1069.9481193511906,823.059423456763,A
DALYs (Disability-Adjusted Life Years),Low SDI,Both,Age-standardized,Malnutrition,Rate,2007,909.5173877138955,1000.7302700968169,816.3052893053083,A
DALYs (Disability-Adjusted Life Years),Low SDI,Male,Age-standardized,Iron deficiency,Rate,2007,628.4577963597521,907.8949898884189,428.11638360382,A
DALYs (Disability-Adjusted Life Years),Low SDI,Female,Age-standardized,Iron deficiency,Rate,2007,1165.2402362673126,1637.1642762601327,792.5226825820205,A
DALYs (Disability-Adjusted Life Years),Low SDI,Both,Age-standardized,Iron deficiency,Rate,2007,896.0014755156103,1268.200875105628,606.343995156677,A
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Male,Age-standardized,Depressive disorders,Rate,2010,477.9222375303984,646.0357115261837,337.81591872588444,B
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Female,Age-standardized,Depressive disorders,Rate,2010,727.7289488178292,981.4560388749295,515.9404279138342,B
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,Age-standardized,Depressive disorders,Rate,2010,603.5018067670696,815.9695197622052,426.5105259706071,B
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Male,Age-standardized,Anxiety disorders,Rate,2010,262.32827920578325,347.3141205505723,186.1114460058125,B
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Female,Age-standardized,Anxiety disorders,Rate,2010,413.52313419687897,549.5902806601684,293.30179854799513,B
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,Age-standardized,Anxiety disorders,Rate,2010,337.9407715670695,449.50925783743605,240.45107337120987,B
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Male,Age-standardized,Hearing loss,Rate,2006,486.70561826507765,681.6230935831811,335.3578353413594,B
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Female,Age-standardized,Hearing loss,Rate,2006,446.3530805791758,627.0092492644577,307.4468934142828,B
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,Age-standardized,Hearing loss,Rate,2006,466.38563825404805,654.1438521269258,320.8313090548137,B
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Male,Age-standardized,COPD,Rate,2009,1954.6849640027506,2175.00201254916,1784.793249073724,B
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Female,Age-standardized,COPD,Rate,2009,1563.2836331547246,1762.906112083296,1346.5193969693325,B
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,Age-standardized,COPD,Rate,2009,1751.2042627325777,1919.4174667243883,1598.6314752274495,B
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Male,Age-standardized,Ischaemic heart disease,Rate,1998,4109.231728199521,4315.240512570115,3916.4313002845743,B
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Female,Age-standardized,Ischaemic heart disease,Rate,1998,2805.231994878726,2977.3324371219687,2635.487943703433,B
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,Age-standardized,Ischaemic heart disease,Rate,1998,3459.432090563754,3608.113089114352,3330.139905928195,B
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Male,Age-standardized,Stroke,Rate,1998,2803.2753534569465,2947.3049316477886,2649.7613557343925,B
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Female,Age-standardized,Stroke,Rate,1998,2463.0085362758728,2618.770853827554,2329.1852273827853,B
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,Age-standardized,Stroke,Rate,1998,2632.5941993924807,2747.2569594409924,2522.7757207490426,B
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Male,Age-standardized,Diabetes,Rate,2007,1080.2458500458906,1282.311202848361,911.9842939203178,B
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Female,Age-standardized,Diabetes,Rate,2007,1088.608022095171,1273.7929470180818,941.5427754634925,B
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,Age-standardized,Diabetes,Rate,2007,1084.758467046869,1276.4016894805582,926.8548417931198,B
DALYs (Disability-Adjusted Life Years),High SDI,Male,Age-standardized,Headache disorders,Rate,1998,526.0926992942934,745.1252697445873,345.8921483696619,B
DALYs (Disability-Adjusted Life Years),High SDI,Female,Age-standardized,Headache disorders,Rate,1998,1005.3107909087337,1419.1738783538376,664.2236407913811,B
DALYs (Disability-Adjusted Life Years),High SDI,Both,Age-standardized,Headache disorders,Rate,1998,766.016389884056,1081.8525328620617,504.45585085274763,B
DALYs (Disability-Adjusted Life Years),Low SDI,Male,Age-standardized,Depressive disorders,Rate,2000,511.38147480030835,691.9034748327126,364.10402861478707,B
DALYs (Disability-Adjusted Life Years),Low SDI,Female,Age-standardized,Depressive disorders,Rate,2000,768.908463237555,1045.4452019303158,543.1061151604886,B
DALYs (Disability-Adjusted Life Years),Low SDI,Both,Age-standardized,Depressive disorders,Rate,2000,638.1942286319209,866.116216573971,452.54079810866705,B
DALYs (Disability-Adjusted Life Years),Low SDI,Male,Age-standardized,Anxiety disorders,Rate,2000,256.0262481967165,338.79150489291646,182.80468616104645,B
DALYs (Disability-Adjusted Life Years),Low SDI,Female,Age-standardized,Anxiety disorders,Rate,2000,398.6786691237929,529.9910817194568,282.3566534909573,B
DALYs (Disability-Adjusted Life Years),Low SDI,Both,Age-standardized,Anxiety disorders,Rate,2000,326.2884161820156,432.4299273988207,231.02629740584229,B
DALYs (Disability-Adjusted Life Years),Low SDI,Male,Age-standardized,Diabetes,Rate,2000,1113.2388386178513,1295.1804653172956,952.7540480648291,B
DALYs (Disability-Adjusted Life Years),Low SDI,Female,Age-standardized,Diabetes,Rate,2000,932.1245477690611,1081.4578946757952,806.4928727764168,B
DALYs (Disability-Adjusted Life Years),Low SDI,Both,Age-standardized,Diabetes,Rate,2000,1024.7798152257046,1192.389661866581,882.9497948734936,B
DALYs (Disability-Adjusted Life Years),Low SDI,Male,Age-standardized,Hearing loss,Rate,1998,504.77506027236785,703.0809466550786,351.253736563349,B
DALYs (Disability-Adjusted Life Years),Low SDI,Female,Age-standardized,Hearing loss,Rate,1998,455.5211570377798,635.5703727526429,314.2020518344295,B
DALYs (Disability-Adjusted Life Years),Low SDI,Both,Age-standardized,Hearing loss,Rate,1998,480.69929148895716,672.2411595050356,333.14122850532857,B
DALYs (Disability-Adjusted Life Years),Middle SDI,Male,Age-standardized,Measles,Rate,2007,78.76632768561437,167.41593695172173,30.759137401633836,A
DALYs (Disability-Adjusted Life Years),Middle SDI,Female,Age-standardized,Measles,Rate,2007,81.17142068535065,171.6263328722537,31.320940164789597,A
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,Age-standardized,Measles,Rate,2007,79.92026724690572,169.71743789548196,31.081838964984687,A
DALYs (Disability-Adjusted Life Years),Middle SDI,Male,Age-standardized,Malaria,Rate,2007,59.209402482679366,83.92968078768754,40.46126132522767,A
DALYs (Disability-Adjusted Life Years),Middle SDI,Female,Age-standardized,Malaria,Rate,2007,64.3229819610581,92.192660332706,49.83654324679348,A
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,Age-standardized,Malaria,Rate,2007,61.70035150650379,84.00035683849788,49.267836454873404,A
DALYs (Disability-Adjusted Life Years),Middle SDI,Male,Age-standardized,COPD,Rate,2007,1652.059408773622,1726.4482748582104,1567.2840360119503,B
DALYs (Disability-Adjusted Life Years),Middle SDI,Female,Age-standardized,COPD,Rate,2007,1101.354842454119,1170.7606566544016,1018.629605607436,B
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,Age-standardized,COPD,Rate,2007,1354.9510584855518,1416.6723744408403,1283.2235174278724,B
DALYs (Disability-Adjusted Life Years),Low SDI,Male,Age-standardized,Road injuries,Rate,1998,1752.2207755006568,1908.4748763034079,1596.6716226940466,A
DALYs (Disability-Adjusted Life Years),Low SDI,Female,Age-standardized,Road injuries,Rate,1998,722.4657245190039,788.5653070067373,637.748388645226,A
DALYs (Disability-Adjusted Life Years),Low SDI,Both,Age-standardized,Road injuries,Rate,1998,1243.0570220234054,1338.0392936037624,1138.8380320131528,A
DALYs (Disability-Adjusted Life Years),High SDI,Male,Age-standardized,Ischaemic heart disease,Rate,2005,2103.4627155754392,2140.813962764376,2072.324602843008,B
DALYs (Disability-Adjusted Life Years),High SDI,Female,Age-standardized,Ischaemic heart disease,Rate,2005,929.9270767442608,952.7392417681607,909.4299601936879,B
DALYs (Disability-Adjusted Life Years),High SDI,Both,Age-standardized,Ischaemic heart disease,Rate,2005,1472.602212125313,1498.48864080949,1451.3573992743616,B
DALYs (Disability-Adjusted Life Years),High SDI,Male,Age-standardized,Stroke,Rate,2005,974.7706544020717,1025.511139189395,921.0683616605323,B
DALYs (Disability-Adjusted Life Years),High SDI,Female,Age-standardized,Stroke,Rate,2005,728.3588696173761,779.9429630662037,674.424692491028,B
DALYs (Disability-Adjusted Life Years),High SDI,Both,Age-standardized,Stroke,Rate,2005,841.4269430527744,891.9883047644988,788.6743484502081,B
DALYs (Disability-Adjusted Life Years),High SDI,Male,Age-standardized,Low back pain,Rate,2005,1108.4753865344069,1484.1396039275846,788.5104420069144,C
DALYs (Disability-Adjusted Life Years),High SDI,Female,Age-standardized,Low back pain,Rate,2005,1343.723756554323,1796.3960611584682,954.1067924881842,C
DALYs (Disability-Adjusted Life Years),High SDI,Both,Age-standardized,Low back pain,Rate,2005,1228.2833877759429,1642.6439973002366,872.8505428394236,C
DALYs (Disability-Adjusted Life Years),Middle SDI,Male,Age-standardized,Hearing loss,Rate,2007,491.43713692529934,697.9837933958675,333.54902686765894,B
DALYs (Disability-Adjusted Life Years),Middle SDI,Female,Age-standardized,Hearing loss,Rate,2007,449.75386560665123,638.5552495498721,304.89436660436087,B
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,Age-standardized,Hearing loss,Rate,2007,470.26470416930863,666.9152129960908,318.6410348558826,B
DALYs (Disability-Adjusted Life Years),Middle SDI,Male,Age-standardized,Road injuries,Rate,2007,1572.8004032502695,1631.7469112702768,1517.635623251813,A
DALYs (Disability-Adjusted Life Years),Middle SDI,Female,Age-standardized,Road injuries,Rate,2007,533.3828490807747,560.7469597621081,507.3617670195995,A
DALYs (Disability-Adjusted Life Years),Middle SDI,Both,Age-standardized,Road injuries,Rate,2007,1056.2319718602862,1095.288401845941,1018.8234967492335,A
DALYs (Disability-Adjusted Life Years),Low SDI,Male,Age-standardized,Diabetes,Rate,2007,1116.3980711885363,1305.1407871500537,946.0370063721399,B
DALYs (Disability-Adjusted Life Years),Low SDI,Female,Age-standardized,Diabetes,Rate,2007,946.877061094981,1112.9458568216828,818.6537245455828,B
DALYs (Disability-Adjusted Life Years),Low SDI,Both,Age-standardized,Diabetes,Rate,2007,1032.3019538887265,1209.6090449188844,887.1894792974543,B
DALYs (Disability-Adjusted Life Years),Low SDI,Male,Age-standardized,Self-harm,Rate,2007,583.1307546763683,699.4351087615878,525.6068357043289,A
DALYs (Disability-Adjusted Life Years),Low SDI,Female,Age-standardized,Self-harm,Rate,2007,409.16053255863903,436.9744080239737,382.3422990052893,A
DALYs (Disability-Adjusted Life Years),Low SDI,Both,Age-standardized,Self-harm,Rate,2007,496.35074341164267,553.6063400606677,464.1052489634484,A
DALYs (Disability-Adjusted Life Years),Low SDI,Male,Age-standardized,Depressive disorders,Rate,2007,505.302809989286,683.7381422652609,356.6076826142012,B
DALYs (Disability-Adjusted Life Years),Low SDI,Female,Age-standardized,Depressive disorders,Rate,2007,751.9949910619565,1014.2158147695282,530.2617171669011,B
DALYs (Disability-Adjusted Life Years),Low SDI,Both,Age-standardized,Depressive disorders,Rate,2007,627.8265380364211,849.522094397226,444.24387693855317,B
DALYs (Disability-Adjusted Life Years),Low SDI,Male,Age-standardized,Anxiety disorders,Rate,2007,256.9918021446685,340.89876049205196,182.37957299141263,B
DALYs (Disability-Adjusted Life Years),Low SDI,Female,Age-standardized,Anxiety disorders,Rate,2007,401.0190041305825,532.4244273048237,285.50443000511433,B
DALYs (Disability-Adjusted Life Years),Low SDI,Both,Age-standardized,Anxiety disorders,Rate,2007,328.42992447790806,436.2890557292536,233.1788735068051,B
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Male,Age-standardized,Depressive disorders,Rate,2005,507.8231406754638,689.2859127611957,358.69589638509393,B
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Female,Age-standardized,Depressive disorders,Rate,2005,792.9954240837334,1068.6912314452086,559.7248675182657,B
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,Age-standardized,Depressive disorders,Rate,2005,650.3400385366052,880.964341610244,460.1722202198487,B
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Male,Age-standardized,Anxiety disorders,Rate,2005,261.13346788584226,345.054851558497,185.02683586639506,B
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Female,Age-standardized,Anxiety disorders,Rate,2005,413.0143631455294,546.0296516602085,293.08288505166144,B
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,Age-standardized,Anxiety disorders,Rate,2005,336.7155847351656,444.8829710480297,238.59416265189594,B
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Male,Age-standardized,Road injuries,Rate,1999,1871.8004940226238,1994.54192539431,1739.19047019957,A
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Female,Age-standardized,Road injuries,Rate,1999,742.3472781549541,795.4389870265783,629.9985721064489,A
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,Age-standardized,Road injuries,Rate,1999,1311.6584936289155,1387.3831193204874,1213.5637689620855,A
DALYs (Disability-Adjusted Life Years),Low SDI,Male,Age-standardized,Tuberculosis,Rate,1999,4381.408389601908,4727.30092685455,4055.038216960586,A
DALYs (Disability-Adjusted Life Years),Low SDI,Female,Age-standardized,Tuberculosis,Rate,1999,3112.7270798915815,3457.478881168687,2704.460771807522,A
DALYs (Disability-Adjusted Life Years),Low SDI,Both,Age-standardized,Tuberculosis,Rate,1999,3762.1753709288714,4035.888008684418,3505.8652718671315,A
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Male,Age-standardized,Malnutrition,Rate,2012,372.5100144487756,431.9645653156123,319.2383173490434,A
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Female,Age-standardized,Malnutrition,Rate,2012,362.6785924180052,414.11559294117194,314.65085934396484,A
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,Age-standardized,Malnutrition,Rate,2012,367.4282790048159,411.4355435905684,324.60665889589654,A
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Male,Age-standardized,Iron deficiency,Rate,2012,527.1971718989531,771.5091847907076,346.7343696859207,A
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Female,Age-standardized,Iron deficiency,Rate,2012,941.5573259967343,1344.835527361832,636.6777468832286,A
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Both,Age-standardized,Iron deficiency,Rate,2012,736.0723464669601,1057.5549161512315,495.8623140217472,A
DALYs (Disability-Adjusted Life Years),Low-middle SDI,Male,Age-standardized,Depressive disorders,Rate,2008,488.9652979161336,663.2112075225117,344.67742763656906,B
